series_id	target_sequence_sha256	target_sequence_length	publication_id	article_dois	pmids	publication_years	authors	target_names	uniprot_ids	normalized_pH	normalized_temperature_C	data_sources	ligand_count	nonempty_murcko_scaffold_count	pKd_min	pKd_max	pKd_range	pKd_IQR	pdb_complex_ids	pdb_target_ids	local_pdb_complex_ids	has_holo_reference_candidate
G3S-075a55b64f3898d0	1e34f9f89f223ec78879ce06436449fdb4077140597c4fbb765250e74b5295f3	724	doi:10.1021/jm900098v	10.1021/jm900098v	19405528	5/22/2009	Tian, ZQ; Wang, Z; MacMillan, KS; Zhou, Y; Carreras, CW; Mueller, T; Myles, DC; Liu, Y	Heat shock protein HSP 90-beta	P08238	<missing>	<missing>	ChEMBL	24	8	5.19382003	7	1.80617997	0.567131832		1UYM;3NMQ;5FWK;5FWL;5FWM;5FWP;5UC4;5UCH;5UCI;5UCJ;6N8W;6N8Y;7ULJ;7Z37;7Z38;7ZR0;7ZR5;7ZR6;7ZUB;8EOA;8EOB;8GAE;8GFT;8QMO;9D9H;9D9I;9W5I		false
G3S-0d933f9b66d72af6	b21f1f7568d77ddb23a172b8a3bb4da575c8edeb865254dd2e0a84618bf90080	343	doi:10.1021/jm980173n	10.1021/jm980173n	9876106	2/1/1999	Takeuchi, K; Kohn, TJ; True, TA; Mais, DE; Wikel, JH; Utterback, BG; Wyss, VL; Jakubowski, JA	Thromboxane A2 receptor	P21731	<missing>	<missing>	ChEMBL	24	22	5.08618615	8.00436481	2.91817866	0.544438115		8XJN;8XJO;9GG5;9GGG		false
G3S-2e52c9e9348ce8d1	b4dde59d09a72762757501a659d62a606d41edfe4669447bd0f8030fd7f8497e	803	doi:10.1021/acschembio.6b00747	10.1021/acschembio.6b00747	27959508	1/20/2017	Mishra, SJ; Ghosh, S; Stothert, AR; Dickey, CA; Blagg, BS	Endoplasmin	P14625	7.3	<missing>	Curated from the literature by BindingDB	24	8	4.68718817	6.35654732	1.66935915	0.664533747		4NH9;7ULL		false
G3S-4ee10f9afaae2871	262c7bcde1c365985448d0e69a77135df1680783066e7f72dfb907bead316982	518	doi:10.1016/j.bmcl.2017.10.027	10.1016/j.bmcl.2017.10.027	29079472	12/1/2017	Barbay, JK; Cummings, MD; Abad, M; Castro, G; Kreutter, KD; Kummer, DA; Maharoof, U; Milligan, C; Nishimura, R; Pierce, J; Schalk-Hihi, C; Spurlino, J; Tanis, VM; Urbanski, M; Venkatesan, H; Wang, A; Woods, C; Wolin, R; Xue, X; Edwards, JP; Fourie, AM; Leonard, K	Nuclear receptor ROR-gamma	P51449;Q6I9R9	<missing>	<missing>	ChEMBL	24	17	4.69897	9.56863624	4.86966623	1.43742979		3B0W;3KYT;3L0J;3L0L;4NB6;4QM0;4S14;4WLB;4WPF;4WQP;4XT9;4YPQ;4ZJR;4ZJW;4ZOM;5APH;5APJ;5APK;5AYG;5EJV;5ETH;5G42;5G43;5G44;5G45;5G46;5IXK;5IZ0;5K38;5K3L;5K3M;5K3N;5K6E;5K74;5LWP;5NI5;5NI7;5NI8;5NIB;5UFO;5UFR;5UHI;5W4R;5X8S;5X8U;5YP5;5YP6;5ZA1;6B30;6B31;6B33;6BN6;6BR2;6BR3;6CN5;6CVH;6E3E;6E3G;6ESN;6FGQ;6J3N;6NAD;6NWS;6NWT;6NWU;6O98;6P9F;6Q2W;6R7A;6R7J;6R7K;6SAL;6SLZ;6T4G;6T4I;6T4J;6T4K;6T4X;6T4Y;6T50;6TLM;6TLQ;6TLT;6U25;6VQF;6VSW;6W9H;6W9I;6XAE;6XFV;7E3M;7JH2;7JTM;7JYM;7KCO;7KQJ;7KXD;7KXE;7KXF;7LUK;7NEC;7NP5;7NP6;7OFI;7OFK;7QP4;7W3P;7W3Q;8GXP;8XU5;9N9L		false
G3S-715fba2d8bfdee60	43a542f95ef320006f30650d76938cf42b281b6594d78e5744e914f7ac2b55af	155	doi:10.1016/j.bmcl.2012.08.001	10.1016/j.bmcl.2012.08.001	22929233	9/17/2012	Liu, L; Li, C; Cochran, S; Feder, D; Guddat, LW; Ferro, V	Fibroblast growth factor 1	P05230	<missing>	<missing>	ChEMBL	24	14	3.30103	4.92811799	1.627088	0.546118956		1AXM;1DJS;1DZC;1DZD;1E0O;1EVT;1HKN;1JQZ;1RG8;1RML;1RY7;1YTO;1Z2V;1Z4S;2AFG;2AXM;2ERM;2K43;2K4A;2K8R;2KI4;2KI6;2RQ9;3CU1;3JUT;3K1X;3O3Q;3OJ2;3OJM;3OJV;3UD7;3UD8;3UD9;3UDA;4J23		false
G3S-81df9c1973292e4c	866223ef286528c1d0fc85282826478eed3a3714c289b5a33f6da461b1ea0a03	365	doi:10.1016/j.bmc.2008.05.004	10.1016/j.bmc.2008.05.004	18501614	6/13/2008	Mezo, AR; McDonnell, KA; Castro, A; Fraley, C	IgG receptor FcRn large subunit p51	P55899	7.4	<missing>	ChEMBL	24	18	4.03151705	7.13667714	3.10516009	1.51527983		1EXU;3M17;3M1B;4K71;4N0F;4N0U;5BJT;5BXF;5WHK;6C97;6C98;6C99;6FGB;6ILM;6LA6;6LA7;6QIO;6QIP;6WNA;6WOL;7B5F;7C9V;7Q15;7XXA;9MI6;9NAV;9OC6;9OC7;9TF0;9WYD		false
G3S-a4add2587dadbbe4	36d163943c514e6a44cd402dad4fb4d044c9ccc93412ca5a316a497ed0917f7f	783	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase SIK1	P57059	<missing>	<missing>	ChEMBL	24	24	5.49485002	8.65757732	3.1627273	1.59864697				false
G3S-c4f83cb01c86cd1b	c4fd525d2e7e71194349aa5f6636f6a9ddba8470c53d5c2f86d936a694a075c2	648	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase DCLK3	Q9C098	<missing>	<missing>	ChEMBL	24	24	5.26760624	7.92081875	2.65321251	1.16930953				false
G3S-275d6cdb262dba2d	cecd15bac55731c8fd5c418e45d1939f0f08ccc4a5ae46bcbe8aa9b1876c6b1e	317	doi:10.1021/acs.jmedchem.0c01316	10.1021/acs.jmedchem.0c01316	32955874	10/22/2020	Rinotas, V; Papakyriakou, A; Violitzi, F; Papaneophytou, C; Ouzouni, MD; Alexiou, P; Strongilos, A; Couladouros, E; Kontopidis, G; Eliopoulos, E; Douni, E	Tumor necrosis factor ligand superfamily member 11	O14788	<missing>	<missing>	ChEMBL	23	14	4.65169514	5.66154351	1.00984837	0.492791131		1S55;3URF;5BNQ		false
G3S-36c2d87a073d2b71	0f99982b545e61cc6fa4ca70be1e2f0f503d3e26f44fdb3067dd3c6905bb2788	344	doi:10.1021/jm201702g	10.1021/jm201702g	22380736	4/12/2012	Liu, G; Abraham, S; Tran, L; Vickers, TD; Xu, S; Hadd, MJ; Quiambao, S; Holladay, MW; Hua, H; Ford Pulido, JM; Gunawardane, RN; Davis, MI; Eichelberger, SR; Apuy, JL; Gitnick, D; Gardner, MF; James, J; Breider, MA; Belli, B; Armstrong, RC; Treiber, DK	Aurora kinase B	Q96GD4	<missing>	<missing>	ChEMBL	23	12	7.85387196	8.76955108	0.915679114	0.232273658				false
G3S-77d279ea556b6ca4	7192d652f813d4d86f957b1edb7729c8adb429515fb591d7f4c6937a9d54dec2	403	doi:10.1021/jm201702g	10.1021/jm201702g	22380736	4/12/2012	Liu, G; Abraham, S; Tran, L; Vickers, TD; Xu, S; Hadd, MJ; Quiambao, S; Holladay, MW; Hua, H; Ford Pulido, JM; Gunawardane, RN; Davis, MI; Eichelberger, SR; Apuy, JL; Gitnick, D; Gardner, MF; James, J; Breider, MA; Belli, B; Armstrong, RC; Treiber, DK	Aurora kinase A	O14965	<missing>	<missing>	ChEMBL	23	12	7.60205999	8.60205999	1	0.47571245		1MQ4;1MUO;1OL5;1OL7;2DWB;2J4Z;2J50;2NP8;2W1C;2W1D;2W1E;2W1F;2W1G;2X6D;2X6E;2X81;2XNG;3DAJ;3E5A;3EFW;3HA6;3MYG;3O50;3O51;3VAP;3W16;3W18;3W2C;4B0G;4BYI;4BYJ;4C3P;4C3R;4JAI;4JAJ;4O0S;4ZS0;4ZTQ;4ZTR;4ZTS;5DN3;5DNR;5EW9;5G15;5OBJ;5OBR;5ONE;5ZAN;6C2R;6C2T;6C83;6CPE;6CPF;6CPG;6GRA;6I2U;6VPJ;6Z4Y;7AYH;7AYI;7O2V;7ZTL;8C14;8C15;8C1D;8C1E;8C1F;8C1G;8C1H;8C1I;8C1M;8JF4;8JG8;8JMX;8SSO;8SSP		false
G3S-790a7a691b29627e	893551b007c7aba3c9b604bdb06550ab6d68f1ecf3e45dd915d476f50c82caae	369	doi:10.1016/j.bmcl.2007.04.086	10.1016/j.bmcl.2007.04.086	17507221	6/22/2007	Troxler, T; Hoyer, D; Langenegger, D; Neumann, P; Pfaffli, P; Schoeffter, P; Sorg, D; Swoboda, R; Hurth, K	Somatostatin receptor type 2	P30680	<missing>	<missing>	ChEMBL	23	5	4.49000491	5.72010502	1.23010011	0.315000277		7WIC;7WIG;7WJ5;7XAT;7XAU;7XAV;7XN9;7XNA;7Y24		false
G3S-7bf0c550c1a56ffe	278a94be80e6e14f3423c64e931ec138805c757d7dfeca3aa77a8bfb7afed504	1315	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase 36	Q9NRP7	<missing>	<missing>	ChEMBL	23	23	5.08092191	6.74472749	1.66380559	0.943998816				false
G3S-8915fb8ac469ab88	54d4ad68b7f18c59288a5d0ac6b402df893d8aadb55fda3f5e03b57be254e647	852	doi:10.1016/j.bmcl.2017.05.018	10.1016/j.bmcl.2017.05.018	28545974	7/15/2017	Mould, DP; Bremberg, U; Jordan, AM; Geitmann, M; Maiques-Diaz, A; McGonagle, AE; Small, HF; Somervaille, TCP; Ogilvie, D	Lysine-specific histone demethylase 1A	O60341	<missing>	<missing>	ChEMBL	23	12	4.75202673	8.22184875	3.46982202	0.784485734		2DW4;2EJR;2H94;2IW5;2UXN;2UXX;2V1D;2X0L;2XAF;2XAG;2XAH;2XAJ;2XAQ;2XAS;2Y48;2Z3Y;2Z5U;3ABT;3ABU;3ZMS;3ZMT;3ZMU;3ZMV;3ZMZ;3ZN0;3ZN1;4BAY;4CZZ;4KUM;4UV8;4UV9;4UVA;4UVB;4UVC;4UXN;4XBF;5H6Q;5H6R;5IT3;5L3E;5L3F;5L3G;5LBQ;5LGN;5LGT;5LGU;5LHG;5LHH;5LHI;5X60;5YJB;6E1F;6K3E;6KGK;6KGL;6KGM;6KGN;6KGO;6KGP;6KGQ;6KGR;6NQM;6NQU;6NR5;6S35;6TE1;6TUY;6W4K;6WC6;7CDC;7CDD;7CDE;7CDF;7CDG;7E0G;7JJL;7JJM;7VQS;7VQT;7VQU;7W3L;7XW8;7ZRY;8BOP;8BOX;8F2Z;8F30;8F59;8F6S;8FDV;8FJ4;8FJ7;8FQJ;8FRI;8FRQ;8FRV;8FSK;8GJ6;8INL;8JF5;8Q1G;8UL6;8UL8;8ULB;8ULC;8ULZ;8UMQ;8UNI;8UOM;9DWU;9EL7;9EL8;9ELA;9F0A;9FWG		false
G3S-9d1e706f07bc3bd6	1a1d669b0622fbe831f52ddb1be8e99ed35c39eea791b55b52db12a80811e274	766	doi:10.1016/j.bmcl.2011.11.124	10.1016/j.bmcl.2011.11.124	22196123	1/13/2012	Park, H; Jeong, Y; Hong, S	Serine/threonine-protein kinase B-raf	P15056	<missing>	<missing>	ChEMBL	23	3	5.01772877	6.36653154	1.34880278	0.285021156		2FB8;2L05;3D4Q;3II5;3NY5;3PPJ;3PPK;3PRF;3PRI;3PSB;3PSD;3Q4C;3Q96;3SKC;3TV4;3TV6;4DBN;4E26;4E4X;4EHE;4FC0;4G9C;4H58;4KSP;4KSQ;4MBJ;4MNE;4PP7;4XV1;4XV2;4XV3;5CT7;5FD2;5HIE;5VAL;5VAM;5VR3;5VYK;6B8U;6N0P;6N0Q;6NYB;6Q0K;6U2G;6V34;7MFD;7MFE;7MFF;7SHV;8DGS;8DGT;8QQG;8VYO;9AXX;9AXY;9ECU;9O2Z		false
G3S-a38be1ee800cfd47	c4ef8467e582f16e41967396e05046ed4244f63dd24597b6c1856436887df19e	391	doi:10.1016/j.bmcl.2007.04.086	10.1016/j.bmcl.2007.04.086	17507221	6/22/2007	Troxler, T; Hoyer, D; Langenegger, D; Neumann, P; Pfaffli, P; Schoeffter, P; Sorg, D; Swoboda, R; Hurth, K	Somatostatin receptor type 1	P28646	<missing>	<missing>	ChEMBL	23	5	6.80134291	9.66958623	2.86824331	1.05122125				false
G3S-a4beae9fb3f02c26	30d140b1d336bf6497693d9efaa3a77a35018679e4adc1868a28e8218d0da3d2	340	doi:10.1021/jm970179x	10.1021/jm970179x	9554876	5/21/1998	Zwaagstra, ME; Timmerman, H; van de Stolpe, AC; de Kanter, FJ; Tamura, M; Wada, Y; Zhang, MQ	Cysteinyl leukotriene receptor 1	Q2NNR5	<missing>	<missing>	ChEMBL	23	13	4.25963731	7.95860731	3.69897	1.52028391				false
G3S-b9edb0308bb7c3e3	64d713cf952e40770c0c9f4f177daeac36be41e78269c3433054f81628ad92c3	567	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	SRSF protein kinase 3	Q9UPE1	<missing>	<missing>	ChEMBL	23	23	5.03151705	7.92081875	2.8893017	1.39997419				false
G3S-db8ddbad8dad0fc4	fcf2e5d457e3de6b63f93f9a479f02c75c4e736e0c7afce9c76b1c340d8aa069	534	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase 35	Q8TDR2	<missing>	<missing>	ChEMBL	23	23	5.26760624	8.69897	3.43136376	1.06405615				false
G3S-e15c535ce15a942f	25fd33ff81df33c9fddc2060d55474c1b6196bc12a34847b482a6b3f8da18afe	288	doi:10.1016/j.bmcl.2012.08.001	10.1016/j.bmcl.2012.08.001	22929233	9/17/2012	Liu, L; Li, C; Cochran, S; Feder, D; Guddat, LW; Ferro, V	Fibroblast growth factor 2	P09038	<missing>	<missing>	ChEMBL	23	14	3.07727454	3.94692156	0.869647015	0.330025969		1BFF;1BLA;1BLD;1FGA;2BFH;2FGF;4FGF;5X1O		false
G3S-f6b8f46942e67a3f	9635f5e11bc2e95cb5b4aca19e52963af7b7cacd94b962e99be1d66499686daf	213	pmid:38199162		38199162	//0	Setia, N; Almuqdadi, HTA; Abid, M	von Hippel-Lindau disease tumor suppressor	P40337	<missing>	<missing>	ChEMBL	23	10	5.20481541	8.15490196	2.95008655	0.704556225		1HV2;1LM8;1VCB;4WQO;5N4W;6FMI;6FMJ;6FMK;6GFX;6HR2;6I7Q;6I7R;6R6H;6R7F;6ZHC;7CJB;7KHH;7PI4;8C13;8EWV;8QU8;8QVU;8R5H;8RWZ;8RX0;8VL9;8VLB;8WDK;8YMB;9D4B;9DTX;9DTY;9GIO;9HYN;9MR9;9N88;9T32		false
G3S-ffe0d9e4cd77618d	7537635d5a2dfd6b215796dbfdfb18cdd78fe52913a90a3b426ef989f7505019	623	doi:10.1016/j.bmcl.2007.11.101	10.1016/j.bmcl.2007.11.101	18267359	3/17/2008	Thomas, AA; Le Huerou, Y; De Meese, J; Gunawardana, I; Kaplan, T; Romoff, TT; Gonzales, SS; Condroski, K; Boyd, SA; Ballard, J; Bernat, B; DeWolf, W; Han, M; Lee, P; Lemieux, C; Pedersen, R; Pheneger, J; Poch, G; Smith, D; Sullivan, F; Weiler, S; Wright, SK; Lin, J; Brandhuber, B; Vigers, G	Transketolase	P29401	<missing>	<missing>	ChEMBL	23	2	5.83564714	8.15490196	2.31925482	0.597060915		3MOS;3OOY;4KXU;4KXV;4KXW;4KXX;4KXY;8WA8;8WA9;8WAA		false
G3S-026697f3400b923c	19fad6122957287e994f5b674a6ed813fad5c4be3a60f4403e005ed2dbed0ffa	301	doi:10.1021/acs.jmedchem.1c01336	10.1021/acs.jmedchem.1c01336	34597046	10/14/2021	Rietz, TA; Teuscher, KB; Mills, JJ; Gogliotti, RD; Lepovitz, LT; Scaggs, WR; Yoshida, K; Luong, K; Lee, T; Fesik, SW	Hepatitis A virus cellular receptor 2	Q8TDQ0	<missing>	<missing>	ChEMBL	22	15	2.85387196	6.60205999	3.74818803	1.19856508		5F71;6DHB;6TXZ;7M3Y;7M3Z;7M41;8HGJ;8TBB;8TFT		false
G3S-05a7c10a8233492b	1e34f9f89f223ec78879ce06436449fdb4077140597c4fbb765250e74b5295f3	724	pmid:38788300		38788300	//0	Gedgaudas, M; Kaziukonytė, P; Kairys, V; Mickevičiūtė, A; Zubrienė, A; Brukštus, A; Matulis, D; Kazlauskas, E	Heat shock protein HSP 90-beta	P08238	<missing>	<missing>	ChEMBL	22	13	4.10237291	8.46040938	4.35803647	0.427797249		1UYM;3NMQ;5FWK;5FWL;5FWM;5FWP;5UC4;5UCH;5UCI;5UCJ;6N8W;6N8Y;7ULJ;7Z37;7Z38;7ZR0;7ZR5;7ZR6;7ZUB;8EOA;8EOB;8GAE;8GFT;8QMO;9D9H;9D9I		false
G3S-0765636ba2b2c91d	0451c5f5ef052711dec57df65d688e28c0027e49dc4be546d73beb880c6181ed	692	doi:10.1021/acs.jmedchem.0c02051	10.1021/acs.jmedchem.0c02051	34266235	8/12/2021	Bourbiaux, K; Legrand, B; Verdié, P; Mallart, S; Manette, G; Minoletti, C; Stepp, JD; Prigent, P; Le Bail, JC; Gauzy-Lazo, L; Duclos, O; Martinez, J; Amblard, M	Proprotein convertase subtilisin/kexin type 9	Q8NBP7	<missing>	<missing>	ChEMBL	22	6	5.01322827	8.22184875	3.20862048	1.39277489		10SB;2PMW;2QTW;2W2M;2W2N;2W2O;2W2P;2W2Q;2XTJ;3BPS;3GCW;3GCX;3M0C;3P5B;3P5C;3SQO;4K8R;4NE9;4NMX;4OV6;5VL7;6XIB;6XIC;6XID;6XIE;6XIF;7ANQ;7KEV;7KFA;7S5G;7S5H;8FPO;8FPQ;8FVL;8FVM;8FVN;8FVO;8FVP;8FVQ;8VDV;8WFR;9HZ3;9SZY		false
G3S-081aa97718ef9c32	8d2a0cc5fc5e2361171564cd46928b35b7dbee5f2cb5c84ba6a1eff6c2dc1f3d	1251	doi:10.1016/j.bmc.2018.07.029	10.1016/j.bmc.2018.07.029	30037752	8/7/2018	Ozen, Z; Dash, RC; McCarthy, KR; Chow, SA; Rizzo, AA; Korzhnev, DM; Hadden, MK	DNA repair protein REV1	Q9UBZ9	<missing>	<missing>	ChEMBL	22	12	3.9625735	5.67778071	1.7152072	0.63562777		2EBW;2LSI;2LSK;2LSY;2N1G;3GQC;3VU7;4EXT;6ASR;6AXD;6WS0;6WS5		false
G3S-08645c28b48fbab5	a2963df65dc7cefae912a2fb6386361168cbbd16286ced93066833e396c01634	772	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Ribosomal protein S6 kinase alpha-4	O75676	<missing>	<missing>	ChEMBL	22	22	5.1426675	7.92081875	2.77815125	0.953840268				false
G3S-0dbac11c2cd48c56	aeeb5ff23a5977202374bae310314ca4aaae09190c582e8393589327b48254ca	199	doi:10.1016/j.bmcl.2015.04.065	10.1016/j.bmcl.2015.04.065	25978964	5/25/2015	Edfeldt, F; Evenäs, J; Lepistö, M; Ward, A; Petersen, J; Wissler, L; Rohman, M; Sivars, U; Svensson, K; Perry, M; Feierberg, I; Zhou, XH; Hansson, T; Narjes, F	Hematopoietic prostaglandin D synthase	O60760	<missing>	<missing>	ChEMBL	22	20	3.85387196	7.8606232	4.00675124	0.698970004		2VCQ;2VCW;2VCX;2VCZ;2VD0;2VD1;3KXO;4EC0;4EDY;4EDZ;4EE0;5AIS;5YWE;5YWX;5YX1;6N4E;6W58;6W8H;6ZTC;7JR6;7JR8		false
G3S-0f3354340ea1b7dd	266e943682a0ddcb4cd4532fc9a4d6b6bf941ce7d8c2bd9f5011cf7fd02d13bd	505	doi:10.1038/nbt1358	10.1038/nbt1358	18183025	1/9/2008	Karaman, MW; Herrgard, S; Treiber, DK; Gallant, P; Atteridge, CE; Campbell, BT; Chan, KW; Ciceri, P; Davis, MI; Edeen, PT; Faraoni, R; Floyd, M; Hunt, JP; Lockhart, DJ; Milanov, ZV; Morrison, MJ; Pallares, G; Patel, HK; Pritchard, S; Wodicka, LM; Zarrinkar, PP	Tyrosine-protein kinase FRK	P42685	<missing>	<missing>	ChEMBL	22	21	5.4202164	9.50863831	4.0884219	0.672592458				false
G3S-3a79f5160f94699d	7c1523d7d6bd86df82bb78f6bc72691ee4cfa9ad4bb95aabc4dc3e64d1bf831b	421	pmid:36584631		36584631	2/5/2023	Ji, W; Wang, ES; Manz, TD; Jiang, J; Donovan, KA; Abulaiti, X; Fischer, ES; Cantley, LC; Zhang, T; Gray, NS	Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma	Q8TBX8	<missing>	<missing>	ChEMBL	22	21	6.06048075	8.31875876	2.25827802	0.382632583		7QIE;7QPN;8BQ4;9U4S		false
G3S-3dd17b4af82090fb	8323c5642e8f0c512a3cb88fea06aa798f8c7b911033757067df511e0c5ead9d	541	pmid:35333039		35333039	4/14/2022	Smith, RJ; Perez-Ternero, C; Conole, D; Martin, C; Myers, SH; Hobbs, AJ; Selwood, DL	Atrial natriuretic peptide receptor 3	P17342	<missing>	<missing>	ChEMBL	22	7	2.78754604	4.62525165	1.83770562	0.792878795		1YK0;1YK1		false
G3S-572851b05797def5	ec6867bc5bacc933a118937a895d4f6d05381eab1f38a3f45a0f957b1f60ec69	937	pmid:40456695		40456695	//0	Zheng, Q; Qiu, X; Luo, D; Ma, H; Ming, Y; Pu, W; Ai, M; He, J; Peng, Y	Inactive tyrosine-protein kinase transmembrane receptor ROR1	Q01973	<missing>	<missing>	ChEMBL	22	5	6.02641038	7.537602	1.51119163	0.544738093				false
G3S-5ab8745f1b2305eb	d58a362e7e6061c3e3ca1455272f008832e88b0d850609843887587047a6f27b	519	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Serine/threonine-protein kinase RIO3	O14730	<missing>	<missing>	ChEMBL	22	22	5.01322827	8.11350927	3.10028101	0.957122753				false
G3S-a01b11600d016093	965a796bdc7b10fc12f86d5221123e411b8363e16b2279ca1261cb92230b8867	759	doi:10.1021/jm5007275	10.1021/jm5007275	25019388	8/14/2014	Clark, MP; Ledeboer, MW; Davies, I; Byrn, RA; Jones, SM; Perola, E; Tsai, A; Jacobs, M; Nti-Addae, K; Bandarage, UK; Boyd, MJ; Bethiel, RS; Court, JJ; Deng, H; Duffy, JP; Dorsch, WA; Farmer, LJ; Gao, H; Gu, W; Jackson, K; Jacobs, DH; Kennedy, JM; Ledford, B; Liang, J; Maltais, F; Murcko, M; Wang, T; Wannamaker, MW; Bennett, HB; Leeman, JR; McNeil, C; Taylor, WP; Memmott, C; Jiang, M; Rijnbrand, R; Bral, C; Germann, U; Nezami, A; Zhang, Y; Salituro, FG; Bennani, YL; Charifson, PS	Polymerase basic protein 2	B4UPB6;G1UK22;P03428	<missing>	<missing>	ChEMBL	22	10	6.15490196	8.04575749	1.89085553	0.686181874		2ZTT;3A1G;3CW4;4CB4;4CB5;4CB6;4U6O;6QX3;6TU5;7Z4O;9I2O;9V44;9V46		false
G3S-a279af4dd977cd96	1e34f9f89f223ec78879ce06436449fdb4077140597c4fbb765250e74b5295f3	724	pmid:39388906		39388906	//0	Dernovšek, J; Goričan, T; Gedgaudas, M; Zajec, Ž; Urbančič, D; Jug, A; Skok, Ž; Sturtzel, C; Distel, M; Grdadolnik, SG; Babu, K; Panchamatia, A; Stachowski, TR; Fischer, M; Ilaš, J; Zubrienė, A; Matulis, D; Zidar, N; Tomašič, T	Heat shock protein HSP 90-beta	P08238	<missing>	<missing>	ChEMBL	22	10	3.89962945	7.58502665	3.6853972	0.796353889		1UYM;3NMQ;5FWK;5FWL;5FWM;5FWP;5UC4;5UCH;5UCI;5UCJ;6N8W;6N8Y;7ULJ;7Z37;7Z38;7ZR0;7ZR5;7ZR6;7ZUB;8EOA;8EOB;8GAE;8GFT;8QMO;9D9H;9D9I;9W5I		false
G3S-ffc530ee84ecf492	beaadd7a1ba2db12e3477e0c1a2bab941db05c7abc017685aca3dfdf2f0f02fc	783	pmid:35597007		35597007	8/5/2022	Li, Z; Ishida, R; Liu, Y; Wang, J; Li, Y; Gao, Y; Jiang, J; Che, J; Sheltzer, JM; Robers, MB; Zhang, T; Westover, KD; Nabet, B; Gray, NS	Cyclin-dependent kinase 11A	Q9UQ88	<missing>	<missing>	ChEMBL	22	11	5.31875876	7.48148606	2.1627273	1.06837008		9I9I		false
G3S-102cc7ffca14aae9	6131006c803d97aa98325ee2d482840e58236ea589404f0af68516081268cd5c	596	doi:10.1038/nbt.1990	10.1038/nbt.1990	22037378	11/9/2011	Davis, MI; Hunt, JP; Herrgard, S; Ciceri, P; Wodicka, LM; Pallares, G; Hocker, M; Treiber, DK; Zarrinkar, PP	Myosin light chain kinase 2, skeletal/cardiac muscle	Q9H1R3	<missing>	<missing>	ChEMBL	21	21	5.26760624	7.36653154	2.0989253	1.39794001				false
G3S-4cf82cdc2a2a677d	6a664650df1dd5b3134dc88db726e96e3be3c27fdbf274c80e3b9923ed7cd32e	1458	pmid:38733345		38733345	//0	Phillips, M; Malone, KL; Boyle, BW; Montgomery, C; Kressy, IA; Joseph, FM; Bright, KM; Boyson, SP; Chang, S; Nix, JC; Young, NL; Jeffers, V; Frietze, S; Glass, KC	ATPase family AAA domain-containing protein 2B	Q9ULI0	<missing>	<missing>	ChEMBL	21	1	4.02410886	4.71219827	0.688089406	0.35958124		3LXJ		false
G3S-9605695959476490	4f82267b47e9a3dc9935d07e33e891ec34a8d93749865563728543dc8d31febf	627	doi:10.1021/jm901517k	10.1021/jm901517k	20095613	2/19/2010	Mesch, S; Moser, D; Strasser, DS; Kelm, A; Cutting, B; Rossato, G; Vedani, A; Koliwer-Brandl, H; Wittwer, M; Rabbani, S; Schwardt, O; Kelm, S; Ernst, B	Myelin-associated glycoprotein	P20917	<missing>	<missing>	ChEMBL	21	8	3.86327943	6.30103	2.43775056	0.778662486		5LF5;5LFR;5LFU;5LFV;6GZL		false
